Date,Initials,Clinic,User,Reason,Note,Resolution,Ticket,Escalated,Technician,0-3,4-10,11-20,21-30,31+,Remote session,3+ topics,BP Reinstall,JIRA
2/12,AS,CA_pch,Forrest,Manual marketing,Needed help with a manual marketing campaign,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,JI,AB_ace,Ruhee,Reports,Had some questions about the sales report,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,JP,ON_chs,Susan,Return/exchange help,Edit return application,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,JP,Unknown,n/a,Silent/spam,A dreadful midafternoon silence,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,SF,NV_hccc,Dawn,Patient/private billing,Wanted help adjusting a return application and applying a payment.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,JP,FL_hah,David,Data conversion,calling for Chris,Transferred,265445,TRUE,Chris,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,AS,FL_gcaf,Julie,Document scanning,"Scanner took a bad scan of an ID, looks like some setting got messed up and was unable to replicate",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,mm,FL_phc,Audrey,Document management,wanted to know if they can mass print their superbill for patients who have an appt that day. Also wanted to know how to manually enter payments into bp while their payarc machine is down.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,LR,NC_ech,Allison (Alli) N,Document scanning,Was getting an error about java being the wrong version or something when trying to scan. She used a 32-bit launch link and a 64-bit installer. Reinstalling fixed it.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/12,SF,ON_bhs,Donna Jo,Patient/private billing,Needed help adjusting applications of returns and payments; return had been doubly applied somehow.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,mm,NV_esi,Marrisa,Launch link,sent in ticket,Resolved,266863,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,JI,FL_phc,Duone,Reports,How to change provider in Aud report ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,LB,Silent,Unknown,Silent/spam,Caller hung up after I picked up. Got vm when I called back.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,SF,TX_aahach,Jana,User solved,"Having trouble with clearinghouse verification. As soon as I got on the phone, it worked. Just needed the threat of tech support, I suppose.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,JP,ON_hea,Neil,3rd party billing,Needed to generate ADP claim form without pulling items from the invoice...not sure why...but I showed him he could generate this from the client > forms menu,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,mm,ON_Ahc,Heidi,Schedule questions/issues,issue persists. Found new details today though. Will test some more,Unresolved,265906,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,AS,UK_ngh,Michelle,Installation assistance,Calling for Katelyn,Transferred,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/12,LB,IL_ahsk,Tyra,Document scanning,Getting the Java version error. Installed the 32-bit version of Blueprint,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,AS,NH_vhc,Mike,Cloud Noah question,"Calling back from earlier, started the import to their cloud and got another machine updated and linked to their server",Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
2/12,JI,WA_sp,Ashley,Return/exchange help,Needed help editing a return charge,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/12,JP,BC_ihi,Remy,Reports,"Was asking about a way to update info in Blueprint and have it sync to a spreadsheet to update simultaneously. I inquiried the reason for this and we determined for his purposes he could just use BP, and then utilize the marketing tools and the journal entries report",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,mm,SC_str,Elizabeth,Document scanning,"scanning isn't working after update to 64bit version. Reinstalled 32bit. It was reinstalled before trying to fix the 'certain actions' error message that came up before that we were told a restart of bp would have fixed but now this came back to bite me in the butt, but that's what Frid-yay's are for..",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,LB,MD_hcs,Megan,Training session,Calling about a meeting they'd had scheduled today with Ben. Transferred.,Resolved,258704,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,mm,FL_fhm,Dana,System error message,"no main class found error message. She had bp reinstalled yesterday but today it is not working, again. Tried to do another reinstall but she doesn't not have permissions. Dana is going to call back",Contacting 3rd Party,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JP,NB_thb,Curtis,3rd party billing,Needed to edit invoice to allocate to 3p so payment could be applied from ledger,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,,SD_bah,Stephanie,Recalls,"Requested a couple of auto recall changes and it looks like something went wrong, going to document and escalate",Resolved,266927,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JI,FL_fhm,Dana,Installation assistance,Needed help reintallling BP,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,AS,TX_fhp,Eskelethia,Installation assistance,Blueprint was totally removed from her computer somehow?? reinstalled,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/13,JP,NY_lhd,Emily,Installation assistance,install bp on new computer,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,JI,VA_fhc,Gina,Noah reintegration,Trying to reinstall BP link.  Their Noah server is apparently on a remote computer and she couldnt get logged in so she will need to call us back.,Unresolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,AS,NM_nhb,Gabrielle,Order/sale process,General confusion surrounding accounting and applying returns,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,JP,TX_hcs,Affan,Local Noah issue,"duplicate patient, needed to merge and manually export",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,LB,IL_mac,Christine,System error message,Created a new user but unable to login. Logs showed that the user was assigned user_id -1 resulting in an index out of bounds error. Advised them to recreate the user and that worked.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,AS,UK_ken,Priya,Installation assistance,BP Icon disappeared on mac,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/13,JP,ON_nor,Morgan,Return/exchange help,Walked through returning to stock and processing new order,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,mm,ON_bhs,Valerie,OAB,called for help finding the oab settings,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JI,Spam,spam,Silent/spam,robocall,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,LB,VA_fhc,Gina,Noah reintegration,BPLink was down.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,JI,CO_den,Esther,Local Noah question,Had some questions about merging duplicate accounts,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,JP,MA_mass,Lori,System performance issues,"Not sure what the issues were, she said she had to consistently relaunch bp. resintalled locally 64-bit.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,AS,TX_bet,Sandra,Manual marketing,Wondering how to get a list of patients with HA 3yrs+,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,LB,AB_hie,Florence,Return/exchange help,Issuing a return.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,mm,MO_sel,Shauna,Order/sale process,how to take a payment. She had delivered the aids before they were actually in the clinic so she just needed a reminder on how to take the payment now that they have really been delivered.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JI,LA_kjh,Kim,QBD skipped messages,Calling to follow up on ticket,Resolved,266644,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,AS,FL_coast,Ashley,Password issues,"An owner forgot their username and all other owners were not present, he is going to send in a ticket ",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JP,IL_nsa,n/a,Silent/spam,hold music,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,mm,MA_mass,Sean,Document scanning,ran a software update to Espon printer/scanner. now it won't scan multiple pages. Tried reinstalling the Epson 2 software using an older version but that didn't work. I did get the WIA option to work but didn't have a chance to test cause he had a patient waiting. I told him to try it out and if it still doesn't work to call back. Not sure if this is for IT yet cause I didn't get a chance to test it outside of BP. ,Waiting on Customer,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,AS,IL_nsa,Unknown,Silent/spam,"Recognized the caller ID, sometimes when their number pops up its a weird robo caller situation.",Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JI,Unknown,unknown,Silent/spam,Wrong number,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,mm,ON_tms,Leanne,Order/sale process,"wanted to know if there was a way to automate the order creation process AND also automatically disount the aids, if they need to, but still record the original and discount price. She not so subtly suggested going to another software when I suggested this isn't possible in BP.  She wants to be able to just click a button and all this happens. Maybe one day...",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,LB,Silent,Silent,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JP,NY_lla,Rachel,3rd party billing,"add 3rd party payer in setup. Add payer on patient file. Create sale, prepare hcfa. Went over process for electronic claim submission. Also had some QB syncing issues, created a ticket for those",Resolved,266942,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
2/13,AS,ON_heo,Thomas,Cloud Noah issue,"Client was on 4.117, db is on 4.16.  Going to install 4.16 and let us know if it doesn't work",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/13,JI,MA_ham,Ann,QBD sync issues,Calling for Katelyn,Transferred,266662,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/13,JI,AB_cec,Karen,Order/sale process,"Was wondering how to delete part of an order.  IT was still received, so I let her know to deliver and then she can return. ",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,LR,ZW_khc,Nigel,Training session,OBC - No one had joined the 1:1 training we booked. He knew they were gonna be 10 mins late and didn't let me know. ,Resolved,265763,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,SF,LA_ain,Paula,Launch link,Sent LL in ticket.,Resolved,266975,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,SF,SD_bah,Kaylee,Installation assistance,"Updated computers, can't find Blueprint. It had been moved to OneDrive",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,AS,NJ_lpv,Joanne,System error message,"Scanner mess, wasn't even connecting to windows, reccommended they reach out to an IT professional to configure this",Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,FL_hah,David,New clinic support,"Called to offer installation assistance, but nobody answered the phone. Chris is helping with a data conversion tomorrow, so might not be ready for it anyway.

Reaching out in ticket as well.",Waiting on Customer,266052,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,JI,SD_bah,Caylee,Installation assistance,Help install BP. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,ON_ara,Alaa,Update users,Wanted to know how to add a new user to their system. Talked her through it. Had some other questions about training materials: shared the UG/video tutorials and said to reach out via ticket if any live training was desired.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,LB,NY_pjh,John,Patient journal,"Wanted to have all of their text snippets alphabatized based on whether they began with S, O, A, or P. Recommended that they just create new categories instead.",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,JI,NH_vhc,Cara,Manual marketing,Needed help saving a MM campaign,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,LB,WI_phs,Crissy,Reports,"Sales report is showing different values/page amounts when all providers are manually selected versus ""none"" are selected. Will create a ticket to investigate this logic and to see if it's replicable in other systems.",Unresolved,267008,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,NY_pjh,John,Setup configuration,Wanted to remove text snippet categories. Showed him where to deactivate them.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,AS,MN_shi,Judy,General help,Wanted to receive a payment for two invoices plus extra for a deposit,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,JI,MA_nvh,Heidi,Create/edit patient,How to flag patients that are repeatedly no showing appts,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,SF,Silent,Unknown,Silent/spam,The other line hung up after I introduced myself.,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,AS,WI_phs,Claire,General help,"Wondering why the phone number in summary wasn't updating, it was the secondary contact's phone number",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,LB,NJ_hol,Paul,Cloud Noah issue,Patients not exporting to Blueprint. Confirmed that this was because they were still using local servers. Helped them get connected to the cloud.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,JI,WI_fvhc,Maggie,Installation assistance,Install BP on new machine,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,CA_phi,Julianne,Document scanning,"Multiple devices showing up when trying to scan. It was the same two devices, but multiple drivers for each device. Told her she could uninstall the other drivers to remove them, but that might mess with other functionality.",Resolved,266681,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,AL_hsi,Dana,Hardware inquiry,"Question about compatibility of scanners/printers. Gave her the rundown on recommended devices, and the TWAIN-compliance requirement. ",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,AS,FL_tri,Alexis,Return/exchange help,Needed help removing return charges,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,JI,GA_jca,Melissa,Patient/private billing,"Trying to fix a patients summary balance.  Went through all the transactions and it does sum correctly, they seem to have missing payments.  They will investigate further",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,MO_sel,Shawna,Return/exchange help,Wanted help/confirmation that she had done a return correctly. She had! Way to to Shawna!,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,LR,PA_ka,Pete,Inventory,"Older clinic - they have a bunch in stock that they want out, but bc of their QB int they are getting a warning about needing to enter bills before they can delete. I advised if they use the Inventory report to make a list of items they want deleted, they can open a ticket and L2 can probably get around that.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,BM,NY_lhd,Emily,Installation assistance,"Emily had needed assistance installing Blueprint on two computers. She also needed hep ""cleaning up"" past installations that had files moved and deleted. I had uninstalled previous traces and reinstalled per her request. ",Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
2/16,JI,SC_str,Tom,Installation assistance,Help install BP on new machine,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,AS,VA_ahcg,Jessica,Claims tracking,Had a couple of claims in paid status and not closed so the summary page was still showing the whole amount pending remimbursement,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,SF,IL_peo,Drew,System error message,Unable to retrieve document' error. Confirmed on my end. Escalating to L2.,Unresolved,267003,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,AS,OH_aal,Kim,Return/exchange help,Needed help returning an invoice with 2 insurers,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,JP,TX_bet,Sandra and Judy,Managed Care,"invoice was allocating to patient- had to set 3p payer as managed care in setup. Also had an out of scope question about a MedRX audiometer, referred to MedRX/himsa",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/16,JI,NE_thc,Sue,Reports,"Confusion as to how payments are showing up in the cash flow report, specifically one payment that was made by a 3pp and is not showing up. ",Unresolved,267007,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/16,LB,UK_ngh,Michelle,ISP connection issue,Unable to access their Blueprint schedule. They will try to uninstall Techloq security software tonight and let us know if they are still experiencing any issues tomorrow. ,Waiting on Customer,266554,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,LB,WI_phs,Crissy ,Update users,Need another user added as an owner. Let them know that the owner can add that role to other users from their BP.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,MA_hsn,Alison,Backend configuration,"Add/remove locations, and had some pricing questions. Creating ticket.",Unresolved,tbd,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JP,WI_phs,Crissy,Update users,"Wanted to edit Tracey's scheduling access. Tracey is the listed owner, advised Tracey would need to do this herself, or provide/request owner permissions for Crissy",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,LR,IL_nsa,Daria,Reports,"- How to see a list of all her services. Price list report
- Front desk reported that a patient got a reminder with no time. I reviewed her SMS templates with her and spotted no issues. Advised if they can get us a copy of the reminder we can investigate further.
- She can't make it to the dashboard webinar today. Is there a recording? Yes, always. And we email it to all registrants",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JP,Unknown,n/a,Silent/spam,Call was disconnected immediately when I answered,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,PE_cbh,Kelli,Schedule questions/issues,"Changed details for a repeated appointment block, and it seems to have erased other events on the calendar?

Creating ticket and checking with L2 to see if there's anything we can do.",Unresolved,267030,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,AS,FL_coast,Leslie,Reports,Wondering why sales by income and sales report aren't tying out,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,ON_ths,Kristen,Patient/private billing,How to print a patient specific AR statement ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JP,ON_ghc,Tanya,Add free form (mfr/insurance),wanted to make sure ADP claim form and attestation form will be updated- there is already an existing jira,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BPOMS-12198
2/17,AS,FL_coast,Leslie,Reports,Had more questions about the differences between sales by income and sales report,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,BC_ahc,Pamela,Local Noah question,Wanted to know if there was a way to get other computers to talk to Noah server with a local integration or if it needed a bigger change. Will gather some info and send in ticket.,Unresolved,tbd,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,FL_del,Deanna,Manual marketing,Was wondering why when sending a marketing email the number of emails sent was far less than the number of people in the campaign.  It was excluding people with no email address on file,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,LB,UK_hhc,Mark,Noah reintegration,Upgraded their Noah version after experiencing database corruption errors last week. Did the reintegration to reestablish the BPLink but this created a 50318 error on the server after I restarted their Noah services. Went through all of the troubleshooting steps on HIMSAs website but it appears to still be related to the database being corrupted. I explained that the issue was related to a problem with the Noah software and out-of-scope for us at this point. Advised that they reach out to HIMSA for additional support.,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/17,JP,ON_bhs,n/a,OAB,Update OAB event description. Walked them through updating this in setup,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,LB,CA_sha,Kevin,General help,Looking for a link to the webinar. ,Resolved,267034,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,AS,GA_bel,Randy,Local Noah issue,"Just needed to manually export an audio, also needs a minor template edit done",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,SF,LA_kjh,Gina,QBO skipped messages,"Called asking to get connected to help resolve QBO skips. Reached out to Michael to see if he was currently free to take it.

Failed to transfer to Michael. Curse you, Linphone UI update!",Transferred,266644,TRUE,Michael,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,LA_kjh,Gina,QBO skipped messages,Calling for Michael again,Transferred,266644,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,MA_aaw,Paula,Patient/private billing,Needed to edit the refund payment type,Unresolved,267036,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,SF,Unknown,Unknown,General help,"Wanted to know if putting Blueprint on a personal computer would open them up to hacking or if they should use a VPN. I.....gave them what I could, and told them to reach out to their IT about security protocols.",Contacting 3rd Party,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,AS,Wrong #,Denise,Silent/spam,Calling for the other BP,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,LB,ON_bhs,Barb,QBD skipped messages,"Two refunds needed to go through. Payment methods were set as ""ECheque"" instead of other credit card.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,AS,NC_gdh,Olivia,General help,Wondering where patient types can be set ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,SF,ON_tms,Brianna,Launch link,Requested launch link for a new computer. Sent in ticket.,Resolved,267042,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,NY_lla,Rachel,Setup configuration,Questions about updating CPT codes,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,LA_kjh,Gina,QBO skipped messages,"More questions for Micahel. Sorry, Michael.",Transferred,266990,TRUE,Michael,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,NY_mba,Noel,System error message,"After update, BP wasn't where it used to be. Reinstalled.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/17,LB,NY_pjh,John,Local Noah issue,BPLink wasn't running.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,AS,BC_hcc,Carson,Local Noah issue,"The export arrow disappeared, restarted noah and services and it came back",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,JI,CA_sha,Kevin,Webinar,Help getting into webinar,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/17,JP,VA_ahcg,Emily,Manual marketing,Help setting/editing selection criteria and using marketing in general,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/17,SF,ON_ham,Emily,New clinic support,Called to introduce myself and offer sandbox (she is interested in a sandbox). Following up in ticket.,Unresolved,tbd,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,LB,BC_ihi,April,Dashboard,Called asking to get started with the dashboard. Sent the subscription email to the owner.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,SF,UK_ngh,Michelle,System error message,"Issue with Blueprint launching. Tried connecting to reinstall after checking with L2 about what was in the ticket and reaching out to Kevin. Abysmal internet connection, tried connecting to a neighbor's wifi instead of phone hotspot which helped a bit, but still only had 1.6Mbps upload. 50min later it seems to be okay.",Resolved,266554,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
2/17,AS,VA_ahcg,Emily,Manual marketing,Wondering where the patient age filter is ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,JI,IL_sgh,Did not want to share,Add/update hearing aid,Said Dr. Mike was seeing too many pairs of HAs in patients HA tab.  I think it was show inactive items being turned on. Dr. was in appt so I could not verify,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/17,AS,BC_gor,Jason,Local Noah question,Had a couple of questions about linking journal entries to audiograms and how the integration worked,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
